UID,PLACE,LAT,LONG,site_code,SDS_CODE,KANTON,AGE_COHORT,GENDER,MOBILITY
GBTH,Murten,46.92725,7.11826,FR05,FR1,FR,younger,Weiblich,1
GDJE,Zürich,47.3695,8.53885,ZH07,ZH37,ZH,younger,Weiblich,2
GFKH,Innerthal,47.10615,8.91949,SZ02,SZ8,SZ,older,Weiblich,1
GFPM,Gränichen,47.35755,8.10045,AG05,AG36,AG,younger,Weiblich,2
GFYZ,Obersaxen,46.74558,9.10069,GR05,GR25,GR,older,Männlich,1
GGLE,Oberriet,47.32008,9.56447,SG07,SG16,SG,older,Männlich,1
GGSX,Frauenfeld,47.55716,8.89486,TG04,TG15,TG,younger,Männlich,2
GHGD,Brugg,47.48281,8.20683,AG03,AG29,AG,younger,Männlich,1
GHLF,Horgen,47.25917,8.59868,ZH03,ZH55,ZH,younger,Weiblich,2
GHMK,Stans/Oberdorf,46.95722,8.36617,NW01,UW2,NW,older,Männlich,1
GHXY,Basel,47.55902,7.58877,BS01,BA1,BS,older,Männlich,3
GIIR,Innerthal,47.10615,8.91949,SZ02,SZ8,SZ,younger,Weiblich,1
GIOH,Ermatingen,47.67067,9.08441,TG02,TG8,TG,older,Weiblich,1
GIQG,Adelboden,46.49315,7.55847,BE02,BE104,BE,younger,Männlich,1
GIWV,Reckingen,46.46967,8.24325,VS04,WS32,VS,younger,Weiblich,3
GJCI,Bosco/Gurin,46.3165,8.49157,TI01,TI1,TI,older,Weiblich,1
GKBE,Zofingen,47.28908,7.94494,AG11,AG47,AG,younger,Männlich,2
GKBV,Frutigen,46.58837,7.64741,BE09,BE102,BE,younger,Männlich,2
GMMO,Münchenbuchsee,47.02124,7.45048,BE18,BE34,BE,younger,Weiblich,1
GMWW,Winterthur,47.49887,8.72867,ZH06,ZH21,ZH,younger,Männlich,1
GNBU,Sursee,47.17131,8.10738,LU04,LU6,LU,younger,Männlich,1
GNMQ,Plaffeien,46.74049,7.28816,FR06,FR12,FR,younger,Männlich,1
GOAU,Bern,46.93849,7.44783,BE03,BE47,BE,older,Weiblich,2
GOLW,Blatten,46.42061,7.81976,VS01,WS7,VS,younger,Weiblich,2
GOOB,Oensingen,47.29075,7.71757,SO02,SO19,SO,older,Männlich,1
GOQI,Sursee,47.17131,8.10738,LU04,LU6,LU,older,Weiblich,1
GOSY,Churwalden,46.79686,9.53858,GR02,GR18,GR,older,Weiblich,1
GOYC,Unterschächen,46.86328,8.76984,UR03,UR5,UR,younger,Weiblich,1
GPAK,Ebnat-Kappel,47.26259,9.12339,SG02,SG26,SG,younger,Weiblich,1
GPGA,Weinfelden,47.56687,9.10911,TG06,TG9,TG,older,Weiblich,2
GRAR,Sarnen-Kägiswil,46.89607,8.24438,OW03,UW7,OW,younger,Weiblich,2
GRPJ,Wilchingen,47.66697,8.46779,SH02,SH2,SH,older,Weiblich,2
GSLS,Bern,46.93849,7.44783,BE03,BE47,BE,older,Männlich,1
GUTF,Solothurn,47.2101,7.52971,SO04,SO25,SO,younger,Männlich,1
GVNN,Obersaxen,46.74558,9.10069,GR05,GR25,GR,younger,Männlich,2
GVUS,Visp,46.29263,7.88375,VS10,WS12,VS,younger,Männlich,2
GWOX,Stans/Oberdorf,46.95722,8.36617,NW01,UW2,NW,older,Männlich,1
GXEB,Saas-Grund,46.12329,7.938,VS05,WS21,VS,younger,Männlich,1
GYBZ,Escholzmatt,46.91403,7.93484,LU01,LU31,LU,younger,Weiblich,1
GYUD,St. Gallen,47.43771,9.37291,SG10,SG7,SG,older,Weiblich,2
GZMD,Burgdorf,47.05618,7.6229,BE07,BE38,BE,younger,Männlich,2
HBBQ,Laufen,47.42059,7.50092,BL03,BE3,BL,older,Männlich,2
HCIF,Lauterbrunnen,46.5867,7.90705,BE16,BE110,BE,younger,Männlich,3
HDLV,Liestal,47.48499,7.73451,BL04,BA14,BL,younger,Weiblich,1
HDNF,Chur/Masans,46.85105,9.52757,GR01,GR17,GR,younger,Männlich,1
HEHU,Oberriet,47.32008,9.56447,SG07,SG16,SG,older,Männlich,2
HEVH,Aesch,47.46817,7.59647,BL01,BA7,BL,younger,Männlich,1
HFCS,Salgesch,46.31142,7.56975,VS06,WS1,VS,younger,Weiblich,1
HFSV,Bern,46.93849,7.44783,BE03,BE47,BE,younger,Männlich,1
HGBP,Wilchingen,47.66697,8.46779,SH02,SH2,SH,younger,Weiblich,1
HGYK,Mels,47.04644,9.41935,SG06,SG41,SG,younger,Männlich,1
HHHE,St. Niklaus,46.17598,7.80251,VS08,WS17,VS,younger,Männlich,1
HIGZ,Frauenfeld,47.55716,8.89486,TG04,TG15,TG,older,Männlich,2
HKRF,Frauenfeld,47.55716,8.89486,TG04,TG15,TG,younger,Weiblich,2
HLFM,Engelberg,46.82197,8.40447,OW01,UW12,OW,younger,Weiblich,1
HMXR,Thun,46.75663,7.6245,BE23,BE74,BE,younger,Männlich,1
HPNB,Bülach,47.5188,8.54061,ZH02,ZH16,ZH,younger,Männlich,2
HPYW,Hospental,46.61895,8.56797,UR02,UR11,UR,older,Männlich,2
HQPB,Reckingen,46.46967,8.24325,VS04,WS32,VS,older,Weiblich,1
HUBI,Langenthal,47.21231,7.78712,BE14,BE11,BE,older,Männlich,2
HUDO,Fischingen,47.41407,8.96914,TG03,TG19,TG,older,Männlich,1
HUYI,Blumenstein,46.74056,7.52107,BE05,BE72,BE,older,Weiblich,2
HVLO,Igis,46.96387,9.55825,GR04,GR5,GR,younger,Männlich,2
HWDZ,Horgen,47.25917,8.59868,ZH03,ZH55,ZH,older,Männlich,1
HWOL,Huttwil,47.11406,7.84841,BE11,BE26,BE,older,Weiblich,1
HWTX,Lungern,46.7851,8.1576,OW02,UW10,OW,older,Männlich,1
HWYK,Davos/Frauenkirch,46.79752,9.82558,GR03,GR24,GR,younger,Männlich,2
HXHY,Glarus,47.04119,9.06642,GL02,GL5,GL,younger,Weiblich,1
HXVS,Huttwil,47.11406,7.84841,BE11,BE26,BE,older,Weiblich,1
HXZZ,Sarnen-Kägiswil,46.89607,8.24438,OW03,UW7,OW,younger,Weiblich,1
HZBG,Murten,46.92725,7.11826,FR05,FR1,FR,older,Weiblich,1
HZRN,Wil,47.46165,9.04346,SG12,SG2,SG,younger,Weiblich,1
HZVF,Lauterbrunnen,46.5867,7.90705,BE16,BE110,BE,older,Männlich,1
IATI,Obersaxen,46.74558,9.10069,GR05,GR25,GR,older,Weiblich,1
IBYY,Oberriet,47.32008,9.56447,SG07,SG16,SG,older,Weiblich,1
IDFP,Blatten,46.42061,7.81976,VS01,WS7,VS,older,Weiblich,1
IEEA,Churwalden,46.79686,9.53858,GR02,GR18,GR,older,Männlich,2
IGCP,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,older,Männlich,2
IGVA,Turtmann,46.3004,7.70341,VS09,WS5,VS,younger,Weiblich,2
IHIF,Basel,47.55902,7.58877,BS01,BA1,BS,older,Männlich,3
IJMG,Zermatt,46.01962,7.74724,VS11,WS20,VS,older,Weiblich,1
IJQQ,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,older,Weiblich,2
IKHY,Maur,47.3403,8.66926,ZH04,ZH40,ZH,younger,Weiblich,1
IKIA,Churwalden,46.79686,9.53858,GR02,GR18,GR,older,Weiblich,1
IKNR,Frutigen,46.58837,7.64741,BE09,BE102,BE,older,Weiblich,1
IMMC,St. Niklaus,46.17598,7.80251,VS08,WS17,VS,younger,Männlich,3
IMST,Aarberg,47.04542,7.2781,BE01,BE31,BE,older,Weiblich,1
INBX,Diepoldsau,47.38495,9.65582,SG01,SG15,SG,younger,Weiblich,2
IOCC,Aarberg,47.04542,7.2781,BE01,BE31,BE,older,Männlich,1
IOSV,Weggis,47.03221,8.43457,LU05,LU28,LU,older,Männlich,1
IPCB,Salgesch,46.31142,7.56975,VS06,WS1,VS,younger,Weiblich,1
IPHH,Huttwil,47.11406,7.84841,BE11,BE26,BE,younger,Männlich,1
IPJN,Ebnat-Kappel,47.26259,9.12339,SG02,SG26,SG,younger,Männlich,1
IPMA,Chur/Masans,46.85105,9.52757,GR01,GR17,GR,younger,Männlich,2
IPQX,Aarau,47.39023,8.04523,AG01,AG34,AG,older,Weiblich,2
ISAE,Büren,47.13906,7.37273,BE06,BE19,BE,older,Männlich,2
ISEJ,Sursee,47.17131,8.10738,LU04,LU6,LU,younger,Weiblich,1
ISGL,Aarau,47.39023,8.04523,AG01,AG34,AG,younger,Männlich,1
IVZI,Gurmels,46.8932,7.17226,FR03,FR3,FR,younger,Männlich,3
IXKM,Ins,47.00636,7.10464,BE12,BE28,BE,younger,Weiblich,1
IXXR,Simplon-Dorf,46.19557,8.05655,VS07,WS25,VS,older,Männlich,1
IZNJ,Thusis,46.69518,9.43784,GR08,GR31,GR,older,Weiblich,2
IZSQ,Obersaxen,46.74558,9.10069,GR05,GR25,GR,older,Männlich,2
JAGZ,Spiez/Faulensee,46.671,7.70914,BE08,BE75,BE,younger,Männlich,3
JASL,Oberriet,47.32008,9.56447,SG07,SG16,SG,younger,Weiblich,2
JAXC,Igis,46.96387,9.55825,GR04,GR5,GR,younger,Männlich,2
JBIL,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,older,Weiblich,1
JCQC,Wil,47.46165,9.04346,SG12,SG2,SG,younger,Weiblich,1
JDKE,Teufen,47.39069,9.3871,AR02,AP4,AR,older,Männlich,2
JDOB,Wilchingen,47.66697,8.46779,SH02,SH2,SH,older,Weiblich,1
JEAL,Zweisimmen,46.54537,7.38127,BE25,BE91,BE,older,Weiblich,3
JEAO,Zürich,47.3695,8.53885,ZH07,ZH37,ZH,older,Weiblich,2
JEUB,Menziken,47.24278,8.18753,AG06,AG54,AG,younger,Männlich,1
JGLJ,Laufen,47.42059,7.50092,BL03,BE3,BL,younger,Männlich,2
JGSK,Innerthal,47.10615,8.91949,SZ02,SZ8,SZ,younger,Männlich,2
JICI,Frick,47.50728,8.02135,AG04,AG6,AG,younger,Männlich,2
JIME,Simplon-Dorf,46.19557,8.05655,VS07,WS25,VS,older,Weiblich,1
JIQI,Spreitenbach,47.4178,8.36491,AG09,AG33,AG,older,Männlich,2
JIYA,Frauenfeld,47.55716,8.89486,TG04,TG15,TG,older,Weiblich,2
JKBX,Möhlin,47.5575,7.84519,AG08,AG2,AG,older,Weiblich,2
JKZM,Aarau,47.39023,8.04523,AG01,AG34,AG,older,Männlich,1
JLQZ,Reigoldswil,47.39694,7.69164,BL05,BA23,BL,older,Weiblich,1
JMOG,Spiez/Faulensee,46.671,7.70914,BE08,BE75,BE,younger,Weiblich,1
JNDD,Saanen/Gstaad,46.4787,7.27587,BE20,BE93,BE,older,Weiblich,2
JNLN,Büren,47.13906,7.37273,BE06,BE19,BE,older,Weiblich,2
JOFB,Schwyz,47.0211,8.65404,SZ04,SZ13,SZ,older,Männlich,3
JPQE,Engelberg,46.82197,8.40447,OW01,UW12,OW,older,Weiblich,1
JRME,Schmitten,46.68814,9.67165,GR07,GR34,GR,older,Männlich,2
JSHF,Merenschwand,47.26031,8.37408,AG07,AG59,AG,older,Weiblich,2
JTEM,Rorschach/Rorschacherberg,47.48601,9.49412,SG08,SG9,SG,older,Weiblich,2
JTPS,Bauma/Saland,47.36757,8.87776,ZH01,ZH46,ZH,older,Weiblich,2
JTVH,Schwarzenburg,46.81791,7.34167,BE21,BE64,BE,older,Weiblich,1
JUIK,Spreitenbach,47.4178,8.36491,AG09,AG33,AG,younger,Weiblich,1
JURN,Gurmels,46.8932,7.17226,FR03,FR3,FR,older,Männlich,2
JVJL,Gelterkinden,47.46393,7.85508,BL02,BA19,BL,younger,Weiblich,2
JVOT,Ernen,46.39836,8.14467,VS02,WS29,VS,younger,Weiblich,1
JXAT,Thun,46.75663,7.6245,BE23,BE74,BE,older,Männlich,2
JXGS,Zug,47.1682,8.51756,ZG02,ZG5,ZG,older,Weiblich,2
JXIV,Spiez/Faulensee,46.671,7.70914,BE08,BE75,BE,older,Weiblich,1
KBMJ,Frutigen,46.58837,7.64741,BE09,BE102,BE,younger,Männlich,2
KCRZ,Zug,47.1682,8.51756,ZG02,ZG5,ZG,younger,Männlich,1
KCUO,Grindelwald,46.62478,8.03534,BE10,BE112,BE,older,Weiblich,1
KDEU,Lauterbrunnen,46.5867,7.90705,BE16,BE110,BE,older,Männlich,1
KDRC,Reckingen,46.46967,8.24325,VS04,WS32,VS,younger,Männlich,1
KDYB,Reckingen,46.46967,8.24325,VS04,WS32,VS,older,Weiblich,1
KEDM,Altdorf,46.88088,8.643,UR01,UR4,UR,older,Männlich,1
KEOL,Horgen,47.25917,8.59868,ZH03,ZH55,ZH,younger,Weiblich,1
KEOY,Burgdorf,47.05618,7.6229,BE07,BE38,BE,younger,Männlich,2
KETC,Schwyz,47.0211,8.65404,SZ04,SZ13,SZ,older,Weiblich,1
KEZZ,Basel,47.55902,7.58877,BS01,BA1,BS,younger,Männlich,1
KFFF,Münchenbuchsee,47.02124,7.45048,BE18,BE34,BE,older,Männlich,1
KFQY,Gelterkinden,47.46393,7.85508,BL02,BA19,BL,older,Weiblich,2
KFTU,Frick,47.50728,8.02135,AG04,AG6,AG,younger,Männlich,3
KFYD,Vals,46.61663,9.18029,GR09,GR27,GR,younger,Weiblich,3
KHMQ,Zermatt,46.01962,7.74724,VS11,WS20,VS,older,Männlich,2
KHPQ,Schänis,47.16023,9.0463,SG09,SG34,SG,younger,Männlich,2
KJEV,Möhlin,47.5575,7.84519,AG08,AG2,AG,older,Weiblich,2
KJNO,Ins,47.00636,7.10464,BE12,BE28,BE,older,Männlich,1
KKHV,Interlaken/Unterseen,46.68409,7.84646,BE24,BE79,BE,younger,Männlich,2
KKTQ,Biel,47.14162,7.24749,BE04,BE15,BE,younger,Männlich,1
KLXL,Wollerau/Freienbach,47.19581,8.72004,SZ05,SZ1,SZ,older,Männlich,1
KMII,Ins,47.00636,7.10464,BE12,BE28,BE,younger,Weiblich,2
KNCA,Teufen,47.39069,9.3871,AR02,AP4,AR,older,Weiblich,1
KNPB,Schiers,46.96946,9.68993,GR06,GR10,GR,younger,Weiblich,1
KOOG,Zermatt,46.01962,7.74724,VS11,WS20,VS,older,Männlich,2
KOQB,Bauma/Saland,47.36757,8.87776,ZH01,ZH46,ZH,older,Männlich,1
KORE,Schwyz,47.0211,8.65404,SZ04,SZ13,SZ,older,Männlich,2
KPFH,Zürich,47.3695,8.53885,ZH07,ZH37,ZH,older,Männlich,2
KPHL,Spreitenbach,47.4178,8.36491,AG09,AG33,AG,younger,Weiblich,2
KQWD,Zug,47.1682,8.51756,ZG02,ZG5,ZG,older,Männlich,2
KRKJ,Hospental,46.61895,8.56797,UR02,UR11,UR,younger,Weiblich,1
KRMJ,Flawil,47.41279,9.18645,SG04,SG3,SG,older,Männlich,1
KRZH,Merenschwand,47.26031,8.37408,AG07,AG59,AG,younger,Männlich,2
KSJX,Gurmels,46.8932,7.17226,FR03,FR3,FR,older,Weiblich,1
KUGY,Horgen,47.25917,8.59868,ZH03,ZH55,ZH,younger,Männlich,1
KUSC,Gränichen,47.35755,8.10045,AG05,AG36,AG,older,Männlich,2
KVDO,Schmitten,46.68814,9.67165,GR07,GR34,GR,older,Weiblich,3
KVYN,Vals,46.61663,9.18029,GR09,GR27,GR,younger,Weiblich,2
KXNF,Glarus,47.04119,9.06642,GL02,GL5,GL,younger,Weiblich,1
KYSI,Einsiedeln,47.12706,8.75399,SZ01,SZ7,SZ,older,Männlich,1
KZCC,Sumiswald,47.02803,7.74515,BE22,BE42,BE,older,Weiblich,1
LAKO,Churwalden,46.79686,9.53858,GR02,GR18,GR,younger,Weiblich,2
LAKP,Bauma/Saland,47.36757,8.87776,ZH01,ZH46,ZH,younger,Männlich,1
LAOE,Stans/Oberdorf,46.95722,8.36617,NW01,UW2,NW,younger,Weiblich,1
LAPG,Winterthur,47.49887,8.72867,ZH06,ZH21,ZH,older,Männlich,1
LAXN,Vals,46.61663,9.18029,GR09,GR27,GR,older,Weiblich,2
LBNN,Hospental,46.61895,8.56797,UR02,UR11,UR,older,Weiblich,2
LBVW,Frutigen,46.58837,7.64741,BE09,BE102,BE,younger,Weiblich,1
LBYC,Olten,47.35224,7.89789,SO03,SO12,SO,younger,Weiblich,1
LCNW,Olten,47.35224,7.89789,SO03,SO12,SO,older,Männlich,1
LCXS,Altdorf,46.88088,8.643,UR01,UR4,UR,younger,Männlich,3
LDAP,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,younger,Weiblich,1
LDNK,Flawil,47.41279,9.18645,SG04,SG3,SG,younger,Weiblich,1
LDXH,Schänis,47.16023,9.0463,SG09,SG34,SG,older,Männlich,2
LEDK,Winterthur,47.49887,8.72867,ZH06,ZH21,ZH,younger,Männlich,1
LEGF,Langnau,46.94066,7.78536,BE15,BE52,BE,younger,Weiblich,1
LEJJ,Eschenbach,47.25551,8.91835,SG03,SG22,SG,older,Weiblich,1
LFFD,Diepoldsau,47.38495,9.65582,SG01,SG15,SG,older,Männlich,1
LHAU,Ebnat-Kappel,47.26259,9.12339,SG02,SG26,SG,younger,Männlich,1
LHHT,Brugg,47.48281,8.20683,AG03,AG29,AG,older,Weiblich,2
LHTZ,Ins,47.00636,7.10464,BE12,BE28,BE,older,Weiblich,2
LIDX,Schwyz,47.0211,8.65404,SZ04,SZ13,SZ,younger,Männlich,1
LIPR,Ebnat-Kappel,47.26259,9.12339,SG02,SG26,SG,older,Weiblich,2
LJIP,Sursee,47.17131,8.10738,LU04,LU6,LU,older,Männlich,1
LLBP,Gelterkinden,47.46393,7.85508,BL02,BA19,BL,younger,Männlich,1
LLNV,Solothurn,47.2101,7.52971,SO04,SO25,SO,younger,Weiblich,1
LMVO,Bauma/Saland,47.36757,8.87776,ZH01,ZH46,ZH,older,Weiblich,2
LOCO,Bettlach,47.20294,7.42412,SO01,SO23,SO,younger,Männlich,1
LOFY,Interlaken/Unterseen,46.68409,7.84646,BE24,BE79,BE,younger,Weiblich,2
LOHZ,Düdingen,46.84647,7.19085,FR01,FR4,FR,older,Weiblich,2
LPNE,Sursee,47.17131,8.10738,LU04,LU6,LU,older,Männlich,2
LQUM,Escholzmatt,46.91403,7.93484,LU01,LU31,LU,older,Weiblich,1
LQVZ,Flawil,47.41279,9.18645,SG04,SG3,SG,older,Weiblich,2
LRMP,Willisau,47.12156,7.99079,LU06,LU13,LU,older,Männlich,1
LSIS,Turtmann,46.3004,7.70341,VS09,WS5,VS,older,Weiblich,1
LTAQ,Weggis,47.03221,8.43457,LU05,LU28,LU,older,Männlich,2
LTSU,Rorschach/Rorschacherberg,47.48601,9.49412,SG08,SG9,SG,older,Männlich,2
LTSZ,Ebnat-Kappel,47.26259,9.12339,SG02,SG26,SG,older,Weiblich,2
LVGN,Niederbipp,47.26651,7.6963,BE19,BE8,BE,younger,Weiblich,2
LVXL,Gränichen,47.35755,8.10045,AG05,AG36,AG,older,Weiblich,1
LWCO,Mammern,47.64595,8.91593,TG05,TG4,TG,younger,Männlich,1
LYFW,Meiringen,46.72734,8.18692,BE17,BE85,BE,older,Männlich,2
LZBT,Marbach,46.85301,7.89888,LU03,LU32,LU,older,Männlich,2
LZBW,Schmitten,46.68814,9.67165,GR07,GR34,GR,younger,Männlich,2
MAQI,Solothurn,47.2101,7.52971,SO04,SO25,SO,older,Männlich,1
MAXS,Oberägeri,47.14153,8.57767,ZG01,ZG7,ZG,older,Männlich,1
MBKO,Adelboden,46.49315,7.55847,BE02,BE104,BE,older,Weiblich,2
MBVT,Biel,47.14162,7.24749,BE04,BE15,BE,older,Weiblich,1
MCEZ,Obersaxen,46.74558,9.10069,GR05,GR25,GR,younger,Weiblich,3
MCJN,Reigoldswil,47.39694,7.69164,BL05,BA23,BL,younger,Männlich,2
MCMB,Bosco/Gurin,46.3165,8.49157,TI01,TI1,TI,younger,Weiblich,1
MCQO,Interlaken/Unterseen,46.68409,7.84646,BE24,BE79,BE,older,Männlich,2
MEFD,Horgen,47.25917,8.59868,ZH03,ZH55,ZH,older,Männlich,1
MEWO,Eschenbach,47.25551,8.91835,SG03,SG22,SG,older,Weiblich,1
MGNO,Davos/Frauenkirch,46.79752,9.82558,GR03,GR24,GR,older,Männlich,1
MHUD,Vals,46.61663,9.18029,GR09,GR27,GR,older,Männlich,1
MHXW,Rorschach/Rorschacherberg,47.48601,9.49412,SG08,SG9,SG,younger,Weiblich,2
MIDF,Burgdorf,47.05618,7.6229,BE07,BE38,BE,older,Weiblich,1
MIEI,Stans/Oberdorf,46.95722,8.36617,NW01,UW2,NW,younger,Männlich,1
MIIK,Mammern,47.64595,8.91593,TG05,TG4,TG,younger,Weiblich,1
MIXG,Zofingen,47.28908,7.94494,AG11,AG47,AG,older,Männlich,2
MJKM,Hintere Linthal/Auen,46.89468,8.99111,GL01,GL9,GL,younger,Weiblich,1
MKDC,Simplon-Dorf,46.19557,8.05655,VS07,WS25,VS,older,Weiblich,1
MLPB,Interlaken/Unterseen,46.68409,7.84646,BE24,BE79,BE,younger,Männlich,1
MNJJ,Niederbipp,47.26651,7.6963,BE19,BE8,BE,younger,Männlich,2
MOCP,Herisau,47.38892,9.27575,AR01,AP1,AR,older,Männlich,3
MOHG,Basel,47.55902,7.58877,BS01,BA1,BS,older,Weiblich,2
MPDX,Igis,46.96387,9.55825,GR04,GR5,GR,older,Männlich,3
MQDQ,Düdingen,46.84647,7.19085,FR01,FR4,FR,older,Männlich,2
MRDQ,Jaun,46.61094,7.27808,FR04,FR14,FR,older,Männlich,2
MSCO,Biel,47.14162,7.24749,BE04,BE15,BE,younger,Weiblich,1
