UID,PLACE,LAT,LONG,site_code,SDS_CODE,KANTON,AGE_COHORT,GENDER,MOBILITY
MSOH,St. Niklaus,46.17598,7.80251,VS08,WS17,VS,younger,Weiblich,1
MWVG,Brugg,47.48281,8.20683,AG03,AG29,AG,older,Männlich,2
MXCL,Vals,46.61663,9.18029,GR09,GR27,GR,older,Weiblich,2
MXDT,Herisau,47.38892,9.27575,AR01,AP1,AR,older,Weiblich,2
MXJS,Freiburg,46.79604,7.1675,FR02,FR7,FR,younger,Weiblich,2
MYXS,Wil,47.46165,9.04346,SG12,SG2,SG,older,Männlich,2
NDVI,St. Niklaus,46.17598,7.80251,VS08,WS17,VS,older,Weiblich,1
NDWO,Davos/Frauenkirch,46.79752,9.82558,GR03,GR24,GR,older,Weiblich,1
NDZV,Liestal,47.48499,7.73451,BL04,BA14,BL,older,Männlich,1
NEIS,Sursee,47.17131,8.10738,LU04,LU6,LU,older,Weiblich,1
NFNF,Langnau,46.94066,7.78536,BE15,BE52,BE,older,Männlich,2
NGPR,Bremgarten/Widen/Zufikon,47.3505,8.34389,AG02,AG43,AG,younger,Weiblich,1
NHCM,Frutigen,46.58837,7.64741,BE09,BE102,BE,younger,Weiblich,2
NIAP,Aarberg,47.04542,7.2781,BE01,BE31,BE,younger,Weiblich,1
NIDZ,Schiers,46.96946,9.68993,GR06,GR10,GR,younger,Männlich,1
NIHI,Fischingen,47.41407,8.96914,TG03,TG19,TG,older,Weiblich,2
NJTA,Meiringen,46.72734,8.18692,BE17,BE85,BE,younger,Männlich,2
NLQP,Engelberg,46.82197,8.40447,OW01,UW12,OW,older,Männlich,1
NMCH,Fischingen,47.41407,8.96914,TG03,TG19,TG,younger,Weiblich,1
NMUE,Visp,46.29263,7.88375,VS10,WS12,VS,older,Männlich,2
NMZI,Visp,46.29263,7.88375,VS10,WS12,VS,younger,Männlich,2
NNHI,Huttwil,47.11406,7.84841,BE11,BE26,BE,older,Männlich,1
NNPH,Ebnat-Kappel,47.26259,9.12339,SG02,SG26,SG,older,Männlich,1
NOMA,Muotathal,46.97497,8.75815,SZ03,SZ15,SZ,younger,Männlich,1
NOQT,Weinfelden,47.56687,9.10911,TG06,TG9,TG,older,Weiblich,3
NPFH,Brig-Glis/Gamsen/Ried-Brig,46.29136,7.97069,VS03,WS23,VS,younger,Männlich,2
NPQC,Frutigen,46.58837,7.64741,BE09,BE102,BE,older,Männlich,3
NQPL,Zweisimmen,46.54537,7.38127,BE25,BE91,BE,younger,Weiblich,1
NSBJ,Ernen,46.39836,8.14467,VS02,WS29,VS,older,Weiblich,1
NUCN,Langenthal,47.21231,7.78712,BE14,BE11,BE,younger,Männlich,3
NUHA,Bülach,47.5188,8.54061,ZH02,ZH16,ZH,older,Weiblich,1
NUYJ,Zug,47.1682,8.51756,ZG02,ZG5,ZG,younger,Weiblich,3
NVYG,Amriswil,47.54509,9.29842,TG01,TG25,TG,older,Männlich,3
NWFD,Grabs,47.18279,9.44287,SG05,SG33,SG,younger,Weiblich,2
NWTU,Langenthal,47.21231,7.78712,BE14,BE11,BE,older,Weiblich,1
NXDG,Thusis,46.69518,9.43784,GR08,GR31,GR,younger,Männlich,2
NYTH,Wilchingen,47.66697,8.46779,SH02,SH2,SH,younger,Männlich,1
NZQW,Wil,47.46165,9.04346,SG12,SG2,SG,younger,Männlich,1
OASX,Muotathal,46.97497,8.75815,SZ03,SZ15,SZ,younger,Weiblich,1
OBMP,Aesch,47.46817,7.59647,BL01,BA7,BL,younger,Weiblich,2
OCBC,Plaffeien,46.74049,7.28816,FR06,FR12,FR,younger,Männlich,1
ODPT,Saas-Grund,46.12329,7.938,VS05,WS21,VS,younger,Weiblich,1
OEAH,Gränichen,47.35755,8.10045,AG05,AG36,AG,younger,Weiblich,1
OEZX,Davos/Frauenkirch,46.79752,9.82558,GR03,GR24,GR,younger,Weiblich,1
OFCF,Einsiedeln,47.12706,8.75399,SZ01,SZ7,SZ,younger,Männlich,1
OFFV,Biel,47.14162,7.24749,BE04,BE15,BE,older,Männlich,2
OFQQ,Thusis,46.69518,9.43784,GR08,GR31,GR,older,Männlich,2
OFXV,Niederbipp,47.26651,7.6963,BE19,BE8,BE,older,Weiblich,2
OGPV,Weggis,47.03221,8.43457,LU05,LU28,LU,younger,Männlich,1
OGQG,Würenlingen,47.53103,8.25799,AG10,AG14,AG,older,Männlich,1
OHPG,Visp,46.29263,7.88375,VS10,WS12,VS,younger,Weiblich,1
OIDW,Saanen/Gstaad,46.4787,7.27587,BE20,BE93,BE,older,Weiblich,1
OKGR,Interlaken/Unterseen,46.68409,7.84646,BE24,BE79,BE,older,Weiblich,1
OKOZ,Schwarzenburg,46.81791,7.34167,BE21,BE64,BE,younger,Weiblich,1
OKWW,Schmitten,46.68814,9.67165,GR07,GR34,GR,younger,Weiblich,3
OLBL,Turtmann,46.3004,7.70341,VS09,WS5,VS,older,Männlich,1
OLQM,Stans/Oberdorf,46.95722,8.36617,NW01,UW2,NW,younger,Weiblich,2
OOMM,Zürich,47.3695,8.53885,ZH07,ZH37,ZH,older,Männlich,1
OPGH,Ernen,46.39836,8.14467,VS02,WS29,VS,older,Männlich,1
ORGN,Reckingen,46.46967,8.24325,VS04,WS32,VS,older,Männlich,2
ORWP,Schiers,46.96946,9.68993,GR06,GR10,GR,older,Weiblich,2
ORZF,Langnau,46.94066,7.78536,BE15,BE52,BE,older,Weiblich,2
ORZO,Schänis,47.16023,9.0463,SG09,SG34,SG,younger,Weiblich,2
OSIL,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,younger,Weiblich,1
OTGL,Saanen/Gstaad,46.4787,7.27587,BE20,BE93,BE,younger,Männlich,2
OTKB,Wilchingen,47.66697,8.46779,SH02,SH2,SH,older,Männlich,1
OUQD,Gränichen,47.35755,8.10045,AG05,AG36,AG,younger,Männlich,2
OUZE,Frutigen,46.58837,7.64741,BE09,BE102,BE,older,Weiblich,1
OWGL,Gelterkinden,47.46393,7.85508,BL02,BA19,BL,younger,Weiblich,1
OWIM,Lauterbrunnen,46.5867,7.90705,BE16,BE110,BE,younger,Weiblich,1
OYFQ,Innerthal,47.10615,8.91949,SZ02,SZ8,SZ,older,Männlich,2
OYUZ,Vals,46.61663,9.18029,GR09,GR27,GR,older,Männlich,1
OYYZ,Langenthal,47.21231,7.78712,BE14,BE11,BE,older,Männlich,1
OZSY,Huttwil,47.11406,7.84841,BE11,BE26,BE,younger,Weiblich,2
PCJF,Mels,47.04644,9.41935,SG06,SG41,SG,older,Weiblich,1
PCMF,Spreitenbach,47.4178,8.36491,AG09,AG33,AG,younger,Männlich,1
PCNX,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,younger,Weiblich,1
PDLD,Plaffeien,46.74049,7.28816,FR06,FR12,FR,older,Männlich,1
PEAV,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,older,Männlich,1
PGMA,Brig-Glis/Gamsen/Ried-Brig,46.29136,7.97069,VS03,WS23,VS,younger,Weiblich,3
PIVE,Würenlingen,47.53103,8.25799,AG10,AG14,AG,older,Weiblich,1
PJCV,Weggis,47.03221,8.43457,LU05,LU28,LU,younger,Männlich,2
PLSP,Hintere Linthal/Auen,46.89468,8.99111,GL01,GL9,GL,older,Weiblich,1
PMBH,Reigoldswil,47.39694,7.69164,BL05,BA23,BL,older,Männlich,1
PMLQ,Würenlingen,47.53103,8.25799,AG10,AG14,AG,younger,Männlich,2
PQFD,Merenschwand,47.26031,8.37408,AG07,AG59,AG,younger,Weiblich,1
PRTT,Hintere Linthal/Auen,46.89468,8.99111,GL01,GL9,GL,older,Weiblich,2
PTMF,Schwarzenburg,46.81791,7.34167,BE21,BE64,BE,older,Männlich,1
PWBS,Gränichen,47.35755,8.10045,AG05,AG36,AG,older,Männlich,1
PWRG,Salgesch,46.31142,7.56975,VS06,WS1,VS,younger,Männlich,1
PXDH,Zofingen,47.28908,7.94494,AG11,AG47,AG,younger,Weiblich,2
PXYB,Mels,47.04644,9.41935,SG06,SG41,SG,younger,Weiblich,1
PYDG,Oberägeri,47.14153,8.57767,ZG01,ZG7,ZG,younger,Männlich,2
PYRT,Maur,47.3403,8.66926,ZH04,ZH40,ZH,younger,Männlich,1
PZKU,Maur,47.3403,8.66926,ZH04,ZH40,ZH,older,Weiblich,1
QAMI,Engelberg,46.82197,8.40447,OW01,UW12,OW,younger,Männlich,1
QBCZ,Maur,47.3403,8.66926,ZH04,ZH40,ZH,younger,Männlich,1
QBYH,Eschenbach,47.25551,8.91835,SG03,SG22,SG,older,Männlich,2
QDBA,Saas-Grund,46.12329,7.938,VS05,WS21,VS,older,Weiblich,1
QDCG,Niederbipp,47.26651,7.6963,BE19,BE8,BE,younger,Männlich,2
QDGR,Glarus,47.04119,9.06642,GL02,GL5,GL,older,Männlich,1
QDGV,Lungern,46.7851,8.1576,OW02,UW10,OW,younger,Weiblich,1
QEOR,Visp,46.29263,7.88375,VS10,WS12,VS,older,Männlich,2
QFCD,Luzern,47.05392,8.30993,LU02,LU25,LU,younger,Weiblich,1
QFPK,Thusis,46.69518,9.43784,GR08,GR31,GR,younger,Männlich,2
QGPN,Wollerau/Freienbach,47.19581,8.72004,SZ05,SZ1,SZ,younger,Männlich,2
QKEJ,Grindelwald,46.62478,8.03534,BE10,BE112,BE,younger,Weiblich,1
QKJG,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,younger,Männlich,2
QKOW,Bauma/Saland,47.36757,8.87776,ZH01,ZH46,ZH,younger,Männlich,2
QKPX,Amriswil,47.54509,9.29842,TG01,TG25,TG,older,Weiblich,1
QMBF,Flawil,47.41279,9.18645,SG04,SG3,SG,older,Männlich,2
QMGE,Lauterbrunnen,46.5867,7.90705,BE16,BE110,BE,older,Weiblich,1
QMNB,Gurmels,46.8932,7.17226,FR03,FR3,FR,younger,Männlich,1
QNPX,Weinfelden,47.56687,9.10911,TG06,TG9,TG,older,Männlich,2
QNXD,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,younger,Männlich,2
QOOD,Liestal,47.48499,7.73451,BL04,BA14,BL,older,Weiblich,1
QOST,Jaun,46.61094,7.27808,FR04,FR14,FR,younger,Männlich,1
QQKY,Ermatingen,47.67067,9.08441,TG02,TG8,TG,younger,Weiblich,1
QRRJ,Unterschächen,46.86328,8.76984,UR03,UR5,UR,younger,Männlich,1
QSIC,Freiburg,46.79604,7.1675,FR02,FR7,FR,older,Weiblich,1
QVTY,Teufen,47.39069,9.3871,AR02,AP4,AR,younger,Weiblich,2
QVWW,St. Gallen,47.43771,9.37291,SG10,SG7,SG,older,Männlich,2
QVXX,Schmitten,46.68814,9.67165,GR07,GR34,GR,younger,Männlich,2
QVYB,Langnau,46.94066,7.78536,BE15,BE52,BE,older,Männlich,1
QVYF,Vals,46.61663,9.18029,GR09,GR27,GR,younger,Männlich,3
QWZT,Murten,46.92725,7.11826,FR05,FR1,FR,older,Männlich,2
QXIH,Frick,47.50728,8.02135,AG04,AG6,AG,older,Weiblich,1
QYGT,Visp,46.29263,7.88375,VS10,WS12,VS,older,Weiblich,2
QZDY,Schwarzenburg,46.81791,7.34167,BE21,BE64,BE,older,Männlich,1
QZEX,Herisau,47.38892,9.27575,AR01,AP1,AR,younger,Männlich,1
RAJQ,Obersaxen,46.74558,9.10069,GR05,GR25,GR,younger,Weiblich,3
RAKP,Frick,47.50728,8.02135,AG04,AG6,AG,older,Männlich,1
RATN,Winterthur,47.49887,8.72867,ZH06,ZH21,ZH,older,Männlich,1
RBLS,Aarau,47.39023,8.04523,AG01,AG34,AG,younger,Männlich,1
RBOG,Reckingen,46.46967,8.24325,VS04,WS32,VS,younger,Weiblich,1
RCDF,Langnau,46.94066,7.78536,BE15,BE52,BE,older,Weiblich,1
RCFR,Herisau,47.38892,9.27575,AR01,AP1,AR,younger,Weiblich,1
RCWY,Teufen,47.39069,9.3871,AR02,AP4,AR,younger,Männlich,2
RDTE,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,younger,Männlich,1
RGML,Igis,46.96387,9.55825,GR04,GR5,GR,younger,Weiblich,2
RGSE,Brugg,47.48281,8.20683,AG03,AG29,AG,older,Männlich,2
RHJX,Brugg,47.48281,8.20683,AG03,AG29,AG,younger,Männlich,2
RHWR,Wollerau/Freienbach,47.19581,8.72004,SZ05,SZ1,SZ,older,Weiblich,2
RHYD,Jaun,46.61094,7.27808,FR04,FR14,FR,younger,Weiblich,1
RIOS,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,older,Männlich,2
RJVT,Altdorf,46.88088,8.643,UR01,UR4,UR,older,Weiblich,1
RLFX,Hospental,46.61895,8.56797,UR02,UR11,UR,older,Männlich,2
RLZK,Chur/Masans,46.85105,9.52757,GR01,GR17,GR,older,Männlich,2
RMKN,Aarau,47.39023,8.04523,AG01,AG34,AG,older,Männlich,1
RMNW,Mammern,47.64595,8.91593,TG05,TG4,TG,older,Weiblich,2
RMYB,Zofingen,47.28908,7.94494,AG11,AG47,AG,older,Weiblich,1
RMZZ,Stans/Oberdorf,46.95722,8.36617,NW01,UW2,NW,younger,Männlich,2
RNEW,Freiburg,46.79604,7.1675,FR02,FR7,FR,older,Männlich,2
RNLY,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,younger,Männlich,1
ROMW,Hintere Linthal/Auen,46.89468,8.99111,GL01,GL9,GL,older,Männlich,2
ROPY,Laufen,47.42059,7.50092,BL03,BE3,BL,younger,Weiblich,3
ROYT,Schwarzenburg,46.81791,7.34167,BE21,BE64,BE,older,Weiblich,1
RQHU,Ins,47.00636,7.10464,BE12,BE28,BE,younger,Männlich,2
RQJR,Jaun,46.61094,7.27808,FR04,FR14,FR,older,Weiblich,1
RRAU,Blumenstein,46.74056,7.52107,BE05,BE72,BE,younger,Weiblich,1
RRDW,Meiringen,46.72734,8.18692,BE17,BE85,BE,younger,Männlich,2
RRUY,Laufen,47.42059,7.50092,BL03,BE3,BL,older,Männlich,2
RRWK,Oberägeri,47.14153,8.57767,ZG01,ZG7,ZG,older,Männlich,2
RSUK,Jaun,46.61094,7.27808,FR04,FR14,FR,older,Männlich,1
RVHZ,Schiers,46.96946,9.68993,GR06,GR10,GR,older,Männlich,2
RVPF,Grindelwald,46.62478,8.03534,BE10,BE112,BE,older,Männlich,2
RWZQ,Brugg,47.48281,8.20683,AG03,AG29,AG,younger,Weiblich,2
RXAO,Adelboden,46.49315,7.55847,BE02,BE104,BE,younger,Weiblich,1
RXJS,Oberriet,47.32008,9.56447,SG07,SG16,SG,younger,Männlich,1
RXSC,Würenlingen,47.53103,8.25799,AG10,AG14,AG,older,Weiblich,1
RYDG,Thun,46.75663,7.6245,BE23,BE74,BE,older,Weiblich,1
RZKH,Möhlin,47.5575,7.84519,AG08,AG2,AG,younger,Männlich,1
SATI,Menziken,47.24278,8.18753,AG06,AG54,AG,younger,Männlich,1
SAUU,Lauterbrunnen,46.5867,7.90705,BE16,BE110,BE,younger,Weiblich,1
SBMK,Ernen,46.39836,8.14467,VS02,WS29,VS,younger,Männlich,3
SCON,Bern,46.93849,7.44783,BE03,BE47,BE,older,Männlich,2
SCTT,Frick,47.50728,8.02135,AG04,AG6,AG,older,Männlich,2
SDOI,Ins,47.00636,7.10464,BE12,BE28,BE,younger,Männlich,2
SDYX,Grindelwald,46.62478,8.03534,BE10,BE112,BE,younger,Weiblich,1
SDYY,Schwyz,47.0211,8.65404,SZ04,SZ13,SZ,younger,Weiblich,2
SFID,Bern,46.93849,7.44783,BE03,BE47,BE,older,Weiblich,1
SFSY,Simplon-Dorf,46.19557,8.05655,VS07,WS25,VS,older,Männlich,2
SHDQ,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,younger,Weiblich,1
SHOU,Meiringen,46.72734,8.18692,BE17,BE85,BE,older,Weiblich,1
SIBL,Rorschach/Rorschacherberg,47.48601,9.49412,SG08,SG9,SG,younger,Männlich,1
SION,Turtmann,46.3004,7.70341,VS09,WS5,VS,older,Weiblich,1
SJVF,Meiringen,46.72734,8.18692,BE17,BE85,BE,older,Männlich,2
SKNK,Ermatingen,47.67067,9.08441,TG02,TG8,TG,younger,Männlich,2
SLLT,Saanen/Gstaad,46.4787,7.27587,BE20,BE93,BE,younger,Weiblich,1
SNDV,Meiringen,46.72734,8.18692,BE17,BE85,BE,younger,Weiblich,1
SOKG,Laufen,47.42059,7.50092,BL03,BE3,BL,older,Weiblich,2
SOZJ,Diepoldsau,47.38495,9.65582,SG01,SG15,SG,younger,Männlich,2
SPBA,Münchenbuchsee,47.02124,7.45048,BE18,BE34,BE,older,Männlich,1
SPCF,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,older,Weiblich,2
SPYB,Konolfingen,46.87897,7.62098,BE13,BE60,BE,older,Weiblich,1
SQAT,Münchenbuchsee,47.02124,7.45048,BE18,BE34,BE,younger,Männlich,2
SRJK,Diepoldsau,47.38495,9.65582,SG01,SG15,SG,younger,Weiblich,2
SSQE,Bosco/Gurin,46.3165,8.49157,TI01,TI1,TI,younger,Männlich,1
SSZQ,Appenzell,47.33092,9.41006,AI01,AP11,AI,older,Weiblich,1
STGG,Blatten,46.42061,7.81976,VS01,WS7,VS,younger,Männlich,2
STIG,Innerthal,47.10615,8.91949,SZ02,SZ8,SZ,older,Weiblich,1
STWW,Bülach,47.5188,8.54061,ZH02,ZH16,ZH,older,Männlich,1
SUKO,Biel,47.14162,7.24749,BE04,BE15,BE,younger,Männlich,1
SUPE,Aarberg,47.04542,7.2781,BE01,BE31,BE,older,Weiblich,2
SWXV,Aarau,47.39023,8.04523,AG01,AG34,AG,older,Weiblich,1
SXAH,Ermatingen,47.67067,9.08441,TG02,TG8,TG,older,Männlich,1
SXHP,Ernen,46.39836,8.14467,VS02,WS29,VS,younger,Männlich,2
SXMH,Burgdorf,47.05618,7.6229,BE07,BE38,BE,older,Männlich,2
SXOS,Frauenfeld,47.55716,8.89486,TG04,TG15,TG,older,Männlich,1
SYIN,Thusis,46.69518,9.43784,GR08,GR31,GR,older,Männlich,2
SYWQ,Interlaken/Unterseen,46.68409,7.84646,BE24,BE79,BE,older,Männlich,1
SYZH,Horgen,47.25917,8.59868,ZH03,ZH55,ZH,older,Weiblich,2
SZYP,Jaun,46.61094,7.27808,FR04,FR14,FR,older,Weiblich,1
TASM,Plaffeien,46.74049,7.28816,FR06,FR12,FR,older,Weiblich,1
TBJW,Mammern,47.64595,8.91593,TG05,TG4,TG,younger,Männlich,1
TCBP,Innerthal,47.10615,8.91949,SZ02,SZ8,SZ,older,Männlich,2
TFBR,Blumenstein,46.74056,7.52107,BE05,BE72,BE,older,Weiblich,2
TFRP,Brig-Glis/Gamsen/Ried-Brig,46.29136,7.97069,VS03,WS23,VS,younger,Männlich,1
TFUD,Marbach,46.85301,7.89888,LU03,LU32,LU,older,Weiblich,1
TGFZ,Igis,46.96387,9.55825,GR04,GR5,GR,older,Weiblich,2
THZB,Sarnen-Kägiswil,46.89607,8.24438,OW03,UW7,OW,older,Weiblich,1
TIBD,Oensingen,47.29075,7.71757,SO02,SO19,SO,older,Weiblich,2
TIBR,Mels,47.04644,9.41935,SG06,SG41,SG,older,Männlich,2
TIDA,Grabs,47.18279,9.44287,SG05,SG33,SG,older,Weiblich,2
TIEX,Ermatingen,47.67067,9.08441,TG02,TG8,TG,younger,Weiblich,2
TIKO,Wilchingen,47.66697,8.46779,SH02,SH2,SH,younger,Weiblich,2
TIVM,Weinfelden,47.56687,9.10911,TG06,TG9,TG,younger,Weiblich,1
TIXC,Willisau,47.12156,7.99079,LU06,LU13,LU,younger,Männlich,1
TKJD,Turtmann,46.3004,7.70341,VS09,WS5,VS,older,Männlich,1
TMAV,Gränichen,47.35755,8.10045,AG05,AG36,AG,younger,Männlich,1
TMQT,Wilchingen,47.66697,8.46779,SH02,SH2,SH,older,Männlich,1
TMYB,Wollerau/Freienbach,47.19581,8.72004,SZ05,SZ1,SZ,younger,Männlich,1
TNUQ,Spreitenbach,47.4178,8.36491,AG09,AG33,AG,older,Weiblich,2
TPJS,Aarberg,47.04542,7.2781,BE01,BE31,BE,younger,Weiblich,1
TPQP,Amriswil,47.54509,9.29842,TG01,TG25,TG,younger,Männlich,1
TPTK,Bülach,47.5188,8.54061,ZH02,ZH16,ZH,younger,Weiblich,2
TPVA,Bern,46.93849,7.44783,BE03,BE47,BE,younger,Weiblich,1
TQKV,Teufen,47.39069,9.3871,AR02,AP4,AR,older,Männlich,2
TRDS,Appenzell,47.33092,9.41006,AI01,AP11,AI,younger,Weiblich,2
TRYJ,Thusis,46.69518,9.43784,GR08,GR31,GR,younger,Weiblich,2
TSAA,Frick,47.50728,8.02135,AG04,AG6,AG,older,Weiblich,2
TSPB,Huttwil,47.11406,7.84841,BE11,BE26,BE,younger,Weiblich,3
TTFI,Sumiswald,47.02803,7.74515,BE22,BE42,BE,younger,Weiblich,2
TTIS,Einsiedeln,47.12706,8.75399,SZ01,SZ7,SZ,younger,Männlich,2
TTOF,Herisau,47.38892,9.27575,AR01,AP1,AR,younger,Männlich,2
TUEM,Aarberg,47.04542,7.2781,BE01,BE31,BE,younger,Männlich,1
TUNJ,St. Gallen,47.43771,9.37291,SG10,SG7,SG,younger,Männlich,2
TUSD,Zweisimmen,46.54537,7.38127,BE25,BE91,BE,older,Männlich,1
TUZA,Aarau,47.39023,8.04523,AG01,AG34,AG,younger,Weiblich,1
TVAU,Davos/Frauenkirch,46.79752,9.82558,GR03,GR24,GR,older,Männlich,1
TVET,Oberägeri,47.14153,8.57767,ZG01,ZG7,ZG,younger,Weiblich,1
